Frame,Flat,Construction,Object,Nature,Sky,Human,Vehicle
frame_1697,0.2012,0.2629,0.0068,0.3436,0.0752,0.0788,0.0314
frame_1698,0.3031,0.1568,0.0084,0.3543,0.0683,0.0600,0.0490
frame_1699,0.2166,0.2337,0.0089,0.3617,0.0628,0.0741,0.0422
frame_1700,0.1799,0.2603,0.0083,0.3715,0.0561,0.0646,0.0594
frame_1701,0.1810,0.2661,0.0117,0.3781,0.0502,0.0673,0.0456
frame_1702,0.1757,0.2676,0.0094,0.3861,0.0434,0.0631,0.0547
frame_1703,0.1870,0.2630,0.0098,0.3941,0.0369,0.0648,0.0444
frame_1704,0.1842,0.2742,0.0084,0.3987,0.0334,0.0704,0.0307
frame_1705,0.2573,0.2064,0.0065,0.4049,0.0298,0.0603,0.0349
frame_1706,0.2492,0.2169,0.0053,0.4097,0.0289,0.0521,0.0378
frame_1707,0.3091,0.1688,0.0069,0.4065,0.0295,0.0521,0.0271
frame_1708,0.1965,0.2920,0.0042,0.4061,0.0282,0.0512,0.0217
frame_1709,0.1978,0.2877,0.0065,0.4136,0.0285,0.0467,0.0193
frame_1710,0.2957,0.1930,0.0048,0.4117,0.0298,0.0444,0.0206
frame_1711,0.2072,0.2849,0.0034,0.4078,0.0317,0.0445,0.0206
frame_1712,0.1820,0.3085,0.0036,0.4097,0.0347,0.0463,0.0153
frame_1713,0.1734,0.3205,0.0039,0.4023,0.0373,0.0461,0.0166
frame_1714,0.1818,0.3173,0.0025,0.3951,0.0393,0.0499,0.0141
frame_1715,0.1864,0.3117,0.0033,0.3939,0.0399,0.0547,0.0102
frame_1716,0.3062,0.1918,0.0039,0.3972,0.0382,0.0504,0.0124
frame_1717,0.3012,0.2044,0.0026,0.3906,0.0362,0.0538,0.0111
frame_1718,0.1726,0.3298,0.0043,0.3976,0.0299,0.0548,0.0111
frame_1719,0.3028,0.1979,0.0034,0.4041,0.0234,0.0561,0.0124
frame_1720,0.1721,0.3207,0.0010,0.4127,0.0171,0.0661,0.0103
frame_1721,0.1731,0.3208,0.0012,0.4145,0.0155,0.0641,0.0107
frame_1722,0.1723,0.3206,0.0019,0.4179,0.0142,0.0650,0.0080
frame_1723,0.1693,0.3129,0.0008,0.4270,0.0138,0.0635,0.0127
frame_1724,0.1773,0.3049,0.0005,0.4268,0.0141,0.0644,0.0120
frame_1725,0.1708,0.2993,0.0003,0.4353,0.0146,0.0643,0.0154
frame_1726,0.1732,0.2956,0.0003,0.4418,0.0154,0.0629,0.0108
frame_1727,0.1686,0.3012,0.0001,0.4409,0.0160,0.0640,0.0092
frame_1728,0.1641,0.3087,0.0005,0.4337,0.0186,0.0649,0.0096
frame_1729,0.1582,0.3136,0.0005,0.4324,0.0206,0.0673,0.0074
frame_1730,0.1486,0.3232,0.0009,0.4302,0.0186,0.0694,0.0092
frame_1731,0.1431,0.3282,0.0008,0.4290,0.0176,0.0660,0.0153
frame_1732,0.1509,0.3131,0.0010,0.4312,0.0190,0.0725,0.0122
frame_1733,0.1369,0.3247,0.0013,0.4285,0.0208,0.0659,0.0218
frame_1734,0.1457,0.3117,0.0012,0.4296,0.0197,0.0647,0.0275
frame_1735,0.1417,0.3127,0.0015,0.4270,0.0211,0.0698,0.0262
frame_1736,0.1497,0.3044,0.0019,0.4263,0.0219,0.0688,0.0270
frame_1737,0.2425,0.2101,0.0013,0.4251,0.0193,0.0726,0.0291
frame_1738,0.1723,0.2886,0.0004,0.4272,0.0180,0.0824,0.0111
frame_1739,0.1369,0.3263,0.0017,0.4279,0.0138,0.0738,0.0196
frame_1740,0.1382,0.3216,0.0017,0.4373,0.0121,0.0678,0.0214
frame_1741,0.1413,0.3250,0.0018,0.4444,0.0092,0.0623,0.0160
frame_1742,0.1199,0.3467,0.0025,0.4442,0.0093,0.0589,0.0184
frame_1743,0.1706,0.3059,0.0027,0.4322,0.0081,0.0566,0.0239
frame_1744,0.1120,0.3748,0.0040,0.4181,0.0095,0.0518,0.0300
frame_1745,0.1073,0.3940,0.0027,0.4090,0.0076,0.0611,0.0183
frame_1746,0.2294,0.2864,0.0028,0.3995,0.0066,0.0592,0.0161
frame_1747,0.1014,0.4191,0.0019,0.3951,0.0095,0.0617,0.0112
frame_1748,0.2352,0.2965,0.0002,0.3884,0.0092,0.0554,0.0151
frame_1749,0.2241,0.3213,0.0007,0.3776,0.0090,0.0478,0.0195
frame_1750,0.2310,0.3204,0.0002,0.3681,0.0100,0.0581,0.0122
frame_1751,0.2235,0.3411,0.0005,0.3527,0.0119,0.0585,0.0118
frame_1752,0.2148,0.3450,0.0048,0.3464,0.0094,0.0637,0.0158
frame_1753,0.2331,0.3175,0.0031,0.3476,0.0155,0.0621,0.0211
frame_1754,0.2250,0.3267,0.0013,0.3493,0.0148,0.0627,0.0202
frame_1755,0.2273,0.3085,0.0005,0.3552,0.0187,0.0754,0.0143
frame_1756,0.2294,0.2923,0.0003,0.3608,0.0201,0.0749,0.0223
frame_1757,0.2263,0.2942,0.0009,0.3578,0.0201,0.0781,0.0225
frame_1758,0.2196,0.2877,0.0012,0.3663,0.0186,0.0768,0.0297
frame_1759,0.2244,0.2786,0.0009,0.3669,0.0196,0.0814,0.0283
frame_1760,0.1867,0.3024,0.0022,0.3722,0.0187,0.0858,0.0320
frame_1761,0.2259,0.2625,0.0015,0.3743,0.0186,0.0845,0.0327
frame_1762,0.1444,0.3433,0.0027,0.3811,0.0173,0.0841,0.0271
frame_1763,0.1432,0.3479,0.0022,0.3816,0.0166,0.0877,0.0210
frame_1764,0.1900,0.2952,0.0019,0.3847,0.0170,0.0790,0.0322
frame_1765,0.1311,0.3500,0.0032,0.3904,0.0156,0.0863,0.0234
frame_1766,0.1240,0.3579,0.0028,0.3918,0.0170,0.0804,0.0262
frame_1767,0.2406,0.2385,0.0033,0.3956,0.0192,0.0787,0.0241
frame_1768,0.1556,0.3217,0.0034,0.3978,0.0220,0.0760,0.0234
frame_1769,0.1479,0.3185,0.0038,0.4034,0.0250,0.0760,0.0255
frame_1770,0.2306,0.2342,0.0043,0.3994,0.0300,0.0754,0.0261
frame_1771,0.2317,0.2229,0.0090,0.3957,0.0352,0.0737,0.0319
frame_1772,0.2432,0.2013,0.0053,0.4013,0.0334,0.0822,0.0333
frame_1773,0.2486,0.1862,0.0030,0.3955,0.0371,0.0895,0.0400
frame_1774,0.2457,0.1803,0.0026,0.4016,0.0245,0.1040,0.0415
frame_1775,0.2300,0.1966,0.0026,0.4016,0.0177,0.1068,0.0446
frame_1776,0.2711,0.1558,0.0021,0.4052,0.0281,0.1038,0.0339
frame_1777,0.2707,0.1650,0.0021,0.4129,0.0271,0.0970,0.0252
frame_1778,0.2756,0.1622,0.0018,0.4122,0.0254,0.0932,0.0295
frame_1779,0.2642,0.1521,0.0023,0.4240,0.0234,0.1003,0.0337
frame_1780,0.2709,0.1519,0.0032,0.4171,0.0206,0.1038,0.0323
frame_1781,0.2691,0.1581,0.0028,0.4191,0.0178,0.1107,0.0223
frame_1782,0.2556,0.1594,0.0020,0.4300,0.0149,0.1150,0.0231
frame_1783,0.2650,0.1600,0.0023,0.4212,0.0123,0.1219,0.0173
frame_1784,0.2718,0.1572,0.0033,0.4257,0.0111,0.1108,0.0201
frame_1785,0.2634,0.1519,0.0019,0.4369,0.0100,0.1104,0.0255
frame_1786,0.2603,0.1641,0.0022,0.4354,0.0085,0.0990,0.0305
frame_1787,0.2586,0.1572,0.0079,0.4359,0.0076,0.1063,0.0265
frame_1788,0.2579,0.1629,0.0082,0.4412,0.0056,0.1021,0.0222
frame_1789,0.2543,0.1492,0.0075,0.4407,0.0064,0.0952,0.0466
frame_1790,0.2549,0.1442,0.0021,0.4416,0.0063,0.1040,0.0469
frame_1791,0.2344,0.1606,0.0026,0.4423,0.0043,0.1080,0.0479
frame_1792,0.2386,0.1769,0.0029,0.4389,0.0041,0.1120,0.0266
frame_1793,0.2079,0.1786,0.0033,0.4362,0.0074,0.1302,0.0364
frame_1794,0.2190,0.1539,0.0017,0.4351,0.0117,0.1344,0.0443
frame_1795,0.1883,0.2109,0.0012,0.4362,0.0061,0.1418,0.0156
frame_1796,0.2029,0.1991,0.0034,0.4373,0.0075,0.1413,0.0085
frame_1797,0.2252,0.1572,0.0017,0.4339,0.0089,0.1352,0.0378
frame_1798,0.2275,0.1602,0.0017,0.4330,0.0093,0.1353,0.0330
frame_1799,0.1742,0.2263,0.0034,0.4415,0.0102,0.1357,0.0087
frame_1800,0.2370,0.1801,0.0030,0.4360,0.0099,0.1241,0.0098
frame_1801,0.2031,0.2097,0.0028,0.4359,0.0087,0.1186,0.0213
frame_1802,0.1915,0.2355,0.0046,0.4334,0.0127,0.1156,0.0067
frame_1803,0.2428,0.1634,0.0103,0.4342,0.0126,0.1124,0.0242
frame_1804,0.2011,0.2232,0.0021,0.4299,0.0161,0.1113,0.0164
frame_1805,0.2660,0.1565,0.0039,0.4273,0.0171,0.1104,0.0188
frame_1806,0.2712,0.1603,0.0032,0.4288,0.0150,0.1049,0.0165
frame_1807,0.2724,0.1761,0.0036,0.4365,0.0093,0.0987,0.0033
frame_1808,0.1805,0.2513,0.0040,0.4325,0.0094,0.1093,0.0129
frame_1809,0.1388,0.2700,0.0038,0.4494,0.0101,0.1262,0.0017
frame_1810,0.1300,0.2790,0.0049,0.4451,0.0076,0.1228,0.0106
frame_1811,0.1284,0.2736,0.0046,0.4428,0.0079,0.1353,0.0074
frame_1812,0.2026,0.1809,0.0055,0.4473,0.0086,0.1374,0.0176
frame_1813,0.1371,0.2637,0.0058,0.4453,0.0077,0.1346,0.0058
frame_1814,0.1770,0.2604,0.0059,0.4292,0.0057,0.1175,0.0042
frame_1815,0.1555,0.2705,0.0057,0.4345,0.0086,0.1212,0.0039
frame_1816,0.1313,0.3008,0.0039,0.4322,0.0094,0.1202,0.0022
frame_1817,0.1269,0.3043,0.0065,0.4298,0.0080,0.1205,0.0041
frame_1818,0.1416,0.2988,0.0092,0.4217,0.0084,0.1141,0.0060
frame_1819,0.1193,0.3305,0.0073,0.4197,0.0064,0.1131,0.0036
frame_1820,0.1173,0.3256,0.0099,0.4155,0.0065,0.1230,0.0022
frame_1821,0.1229,0.3150,0.0115,0.4149,0.0072,0.1245,0.0041
frame_1822,0.1258,0.3067,0.0118,0.4172,0.0068,0.1251,0.0065
frame_1823,0.1389,0.3071,0.0120,0.4139,0.0069,0.1178,0.0034
frame_1824,0.1586,0.2957,0.0128,0.4120,0.0069,0.1096,0.0044
frame_1825,0.1254,0.3377,0.0122,0.4043,0.0071,0.1119,0.0012
frame_1826,0.1093,0.3601,0.0090,0.3959,0.0074,0.1155,0.0028
frame_1827,0.1241,0.3527,0.0086,0.3867,0.0110,0.1122,0.0048
frame_1828,0.1509,0.3406,0.0125,0.3740,0.0129,0.1060,0.0032
frame_1829,0.1322,0.3587,0.0114,0.3734,0.0159,0.1012,0.0073
frame_1830,0.2299,0.2690,0.0119,0.3641,0.0169,0.1007,0.0076
frame_1831,0.1215,0.3817,0.0116,0.3594,0.0180,0.0932,0.0146
frame_1832,0.1182,0.3929,0.0075,0.3591,0.0197,0.0994,0.0033
frame_1833,0.0937,0.4168,0.0068,0.3544,0.0233,0.0958,0.0092
frame_1834,0.2247,0.2819,0.0093,0.3534,0.0241,0.0923,0.0142
frame_1835,0.1337,0.3789,0.0032,0.3528,0.0254,0.0910,0.0150
frame_1836,0.2254,0.2801,0.0042,0.3552,0.0264,0.1003,0.0083
frame_1837,0.1986,0.3077,0.0055,0.3591,0.0270,0.0916,0.0106
frame_1838,0.2181,0.2767,0.0054,0.3634,0.0263,0.0909,0.0192
frame_1839,0.1043,0.3686,0.0061,0.3619,0.0261,0.1048,0.0281
frame_1840,0.1783,0.2603,0.0053,0.3654,0.0274,0.1005,0.0627
frame_1841,0.0941,0.3647,0.0067,0.3633,0.0283,0.1076,0.0353
frame_1842,0.1004,0.3720,0.0042,0.3674,0.0293,0.0942,0.0326
frame_1843,0.2061,0.2363,0.0055,0.3699,0.0325,0.0980,0.0516
frame_1844,0.1939,0.2668,0.0106,0.3572,0.0373,0.0828,0.0514
frame_1845,0.0944,0.3473,0.0040,0.3656,0.0352,0.0980,0.0555
frame_1846,0.1007,0.3704,0.0049,0.3534,0.0312,0.0993,0.0401
frame_1847,0.0947,0.3749,0.0057,0.3579,0.0330,0.1085,0.0253
frame_1848,0.0865,0.3638,0.0063,0.3600,0.0315,0.1173,0.0346
frame_1849,0.0986,0.3499,0.0064,0.3620,0.0312,0.1284,0.0234
frame_1850,0.1127,0.3490,0.0056,0.3582,0.0348,0.1149,0.0248
frame_1851,0.2126,0.2443,0.0071,0.3667,0.0349,0.1137,0.0208
frame_1852,0.1070,0.3561,0.0046,0.3712,0.0320,0.1056,0.0234
frame_1853,0.1028,0.3776,0.0043,0.3678,0.0290,0.0964,0.0221
frame_1854,0.1900,0.2567,0.0048,0.3787,0.0238,0.1265,0.0195
frame_1855,0.0988,0.3478,0.0058,0.3776,0.0272,0.1207,0.0221
frame_1856,0.1111,0.3328,0.0087,0.3893,0.0255,0.1073,0.0251
frame_1857,0.2074,0.2330,0.0068,0.3923,0.0217,0.1138,0.0249
frame_1858,0.2161,0.2370,0.0079,0.3874,0.0194,0.1012,0.0310
frame_1859,0.2135,0.2387,0.0082,0.3864,0.0183,0.1130,0.0219
frame_1860,0.2084,0.2594,0.0079,0.3747,0.0189,0.1120,0.0186
frame_1861,0.2021,0.2690,0.0130,0.3626,0.0189,0.1166,0.0178
frame_1862,0.2126,0.2783,0.0093,0.3566,0.0209,0.1066,0.0156
frame_1863,0.2370,0.2485,0.0151,0.3532,0.0235,0.1109,0.0119
frame_1864,0.2373,0.2652,0.0091,0.3444,0.0280,0.0998,0.0162
frame_1865,0.1280,0.3753,0.0121,0.3397,0.0312,0.0952,0.0186
frame_1866,0.2609,0.2549,0.0125,0.3356,0.0323,0.0880,0.0159
frame_1867,0.2123,0.3050,0.0110,0.3364,0.0343,0.0839,0.0171
frame_1868,0.1284,0.3967,0.0123,0.3351,0.0366,0.0692,0.0217
frame_1869,0.2039,0.3193,0.0150,0.3317,0.0379,0.0737,0.0186
frame_1870,0.1234,0.3917,0.0151,0.3284,0.0395,0.0760,0.0259
frame_1871,0.1311,0.3801,0.0172,0.3213,0.0409,0.0772,0.0322
frame_1872,0.2399,0.2562,0.0159,0.3238,0.0446,0.0840,0.0356
frame_1873,0.2301,0.2601,0.0154,0.3233,0.0452,0.0879,0.0380
frame_1874,0.2376,0.2373,0.0162,0.3221,0.0475,0.0929,0.0465
frame_1875,0.1889,0.2635,0.0157,0.3157,0.0477,0.1214,0.0471
frame_1876,0.2116,0.2052,0.0250,0.3089,0.0487,0.1382,0.0624
frame_1877,0.2010,0.1976,0.0184,0.3028,0.0483,0.1765,0.0554
frame_1878,0.2467,0.1712,0.0211,0.2981,0.0487,0.1947,0.0195
frame_1879,0.2139,0.1572,0.0431,0.2901,0.0487,0.2209,0.0261
frame_1880,0.2112,0.1654,0.0185,0.2806,0.0488,0.2427,0.0329
